artefact_id,typology,dataset,source_csv,length_mm,width_mm,thickness_mm,volume_mm3,surface_area_mm2,elongation,flatness,compactness,circularity,rectangularity,diameter_mm,curvature,edge_length_mean,edge_length_std,edge_length_skewness,edge_length_kurtosis,edge_angle_mean_deg,edge_angle_std_deg,edge_angle_skewness,edge_angle_kurtosis,convexity,solidity
RF.b_10379,Bladelet,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,16.91,8.49,7.2,213.1,111.91,1.991,1.179,0.023142,0.4259,12,0.37,72.2,5.1,7.0,3.504,16.08,5.1477,6.9961,3.5036,16.0805,0,0.9311
RF.b_10380,Bladelet,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,17.4,9.33,8.4,209.17,86.71,1.865,1.111,0.016458,0.4827,7,0.36,70.3,5.5,8.1,4.794,31.08,5.5254,8.0558,4.7943,31.0798,0,0.9124
RF.b_10381,Bladelet,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,14.86,8.83,6.64,138.7,68.47,1.683,1.33,0.020859,0.4467,5,0.46,66.7,5.2,7.6,4.087,22.616,5.1588,7.5721,4.0871,22.6155,0,0.9489
RF.b_10384,Blade,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,39.75,15.44,13.2,948.72,1165.3,2.574,1.17,0.018557,0.332,12,0.33,65.4,4.4,5.3,3.864,22.849,4.4000,5.2967,3.8645,22.8492,0,0.9374
RF.b_10387,Blade,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,38.46,27.02,12.12,996.0,1174.29,1.423,2.229,0.020639,0.3152,12,0.38,76.0,4.6,4.8,3.335,19.642,4.5698,4.8007,3.3347,19.6419,0,0.9632
RF.b_10388,Blade,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,34.53,21.18,7.4,817.39,734.77,1.631,2.86,0.017845,0.2144,12,0.36,62.7,4.1,5.4,5.36,45.122,4.0845,5.3525,5.3603,45.1223,0,0.9615
RF.b_10391,Bladelet,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,26.47,15.73,10.16,348.47,191.49,1.682,1.549,0.010326,0.3838,18,0.34,63.2,5.4,6.8,3.821,21.124,5.3903,6.7518,3.8208,21.1241,0,0.899
RF.b_10397,Bladelet,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,18.13,17.53,4.75,221.66,112.14,1.034,3.688,0.01883,0.2622,8,0.41,68.5,5.7,7.0,4.258,27.911,5.6955,6.9908,4.2576,27.9114,0,0.9419
RF.b_104,Tool,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,56.89,40.67,22.47,2154.54,2413.97,1.399,1.81,0.013108,0.3949,12,0.19,68.5,4.8,4.9,4.241,33.901,4.7730,4.9476,4.2414,33.9009,0,0.9532
RF.b_10401,Bladelet,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,27.93,13.25,5.72,475.59,268.38,2.108,2.317,0.012324,0.2047,7,0.32,67.5,4.2,7.5,7.388,74.56,4.2307,7.4862,7.3877,74.5598,0,0.9435
RF.b_10402,Bladelet,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,27.4,9.16,7.02,325.81,156.01,2.99,1.305,0.007584,0.2562,8,0.3,74.4,4.4,8.3,5.964,45.762,4.3543,8.3454,5.9642,45.7618,0,0.8366
RF.b_10403,Bladelet,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,28.35,13.86,5.71,564.5,479.23,2.045,2.426,0.021034,0.2016,3,0.35,66.9,4.0,5.5,5.786,49.907,4.0424,5.5330,5.7857,49.9071,0,0.9696
RF.b_10404,Bladelet,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,31.34,11.63,5.59,422.77,190.74,2.695,2.081,0.006197,0.1783,5,0.44,75.8,4.0,7.7,7.123,66.284,4.0027,7.6902,7.1235,66.2841,0,0.9392
RF.b_10405,Bladelet,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,24.56,12.3,8.7,399.52,336.67,1.997,1.415,0.022722,0.3541,5,0.28,73.6,4.3,6.0,4.58,29.592,4.3098,5.9720,4.5795,29.5920,0,0.9687
RF.b_10406,Bladelet,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,21.99,10.93,4.21,281.21,169.27,2.011,2.597,0.015926,0.1915,11,0.43,62.8,4.7,7.0,4.436,26.739,4.7121,6.9816,4.4359,26.7392,0,0.9449
RF.b_10407,Bladelet,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,20.07,12.89,7.74,194.78,78.86,1.558,1.665,0.009747,0.3855,3,0.54,69.9,5.6,8.2,4.25,23.489,5.5799,8.2174,4.2505,23.4889,0,0.9435
RF.b_10408,Bladelet,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,26.39,19.39,6.54,508.77,487.74,1.361,2.966,0.026542,0.2478,5,0.32,0.0,4.1,5.5,5.287,42.207,4.0524,5.4545,5.2869,42.2066,0,0.9874
RF.b_10409,Bladelet,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,29.01,16.51,5.69,517.98,399.35,1.757,2.9,0.016351,0.1963,11,0.35,77.7,3.6,5.5,5.761,46.499,3.6087,5.4828,5.7614,46.4986,0,0.9126
RF.b_10410,Bladelet,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,19.57,11.3,5.44,278.59,107.09,1.732,2.076,0.014288,0.2781,8,0.34,72.2,3.7,8.1,6.9,58.158,3.7317,8.0965,6.9000,58.1583,0,0.9298
RF.b_10411,Bladelet,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,23.93,17.05,5.08,345.34,182.65,1.404,3.356,0.013326,0.2122,9,0.36,75.0,3.4,6.9,6.827,62.226,3.3880,6.9380,6.8275,62.2262,0,0.9556
RF.b_10412,Bladelet,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,14.21,5.58,2.6,116.07,37.51,2.546,2.143,0.013069,0.1833,3,0.56,59.8,4.7,10.5,5.61,37.06,4.6652,10.4828,5.6102,37.0603,0,0.9271
RF.b_10413,Bladelet,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,25.65,9.21,6.07,323.42,154.61,2.785,1.518,0.009166,0.2366,7,0.42,66.9,3.7,7.5,6.818,61.392,3.6672,7.5451,6.8185,61.3915,0,0.9223
RF.b_10414,Bladelet,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,31.55,14.35,9.39,370.83,173.06,2.199,1.528,0.00551,0.2975,10,0.34,69.5,3.8,8.6,7.195,63.901,3.8399,8.5950,7.1953,63.9011,0,0.8083
RF.b_10415,Bladelet,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,26.24,13.03,9.02,490.8,415.92,2.014,1.445,0.023021,0.3438,10,0.38,75.5,3.2,5.6,6.189,51.799,3.1567,5.6077,6.1894,51.7993,0,0.9792
RF.b_10416,Bladelet,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,34.44,12.26,6.79,545.94,270.46,2.809,1.806,0.00662,0.1971,5,0.29,63.0,3.4,8.1,7.703,72.882,3.4326,8.0734,7.7027,72.8818,0,0.9257
RF.b_10417,Bladelet,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,37.01,16.72,11.5,649.92,539.35,2.214,1.454,0.010639,0.3106,9,0.39,72.6,3.9,6.0,5.733,45.749,3.9313,6.0172,5.7325,45.7486,0,0.9249
RF.b_10418,Blade,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,33.02,14.84,7.38,659.44,454.43,2.225,2.012,0.01262,0.2234,16,0.32,65.5,3.6,5.6,6.136,57.538,3.6210,5.6013,6.1365,57.5379,0,0.9114
RF.b_10419,Blade,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,40.06,16.3,9.96,810.24,589.05,2.458,1.636,0.009162,0.2487,7,0.36,76.0,4.1,5.7,5.97,54.169,4.1301,5.7179,5.9704,54.1690,0,0.9537
RF.b_10420,Blade,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,37.16,15.73,10.41,764.22,824.51,2.363,1.51,0.016067,0.2802,18,0.34,75.0,4.3,5.4,4.53,33.347,4.2753,5.4392,4.5298,33.3471,0,0.9008
RF.b_10421,Blade,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,38.02,16.01,12.86,841.98,737.93,2.375,1.244,0.013429,0.3383,10,0.39,64.5,3.8,5.9,6.792,68.359,3.7602,5.8869,6.7924,68.3587,0,0.9195
RF.b_10422,Blade,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,31.8,17.68,6.29,737.44,675.76,1.798,2.812,0.021018,0.1977,12,0.37,0.0,3.5,5.1,5.407,42.853,3.4956,5.0699,5.4073,42.8531,0,0.9521
RF.b_10423,Blade,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,32.25,15.32,11.01,721.56,541.27,2.106,1.391,0.016136,0.3414,10,0.38,76.3,4.0,5.8,5.84,50.83,3.9763,5.8038,5.8403,50.8302,0,0.9155
RF.b_10424,Blade,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,33.49,21.38,11.49,895.39,904.16,1.567,1.86,0.02408,0.3432,13,0.36,70.3,3.8,5.4,5.451,45.47,3.8010,5.3632,5.4511,45.4699,0,0.9259
RF.b_10425,Blade,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,34.86,21.36,17.71,887.75,1022.01,1.632,1.206,0.024135,0.5081,11,0.38,73.1,3.9,5.4,5.158,41.256,3.9402,5.4330,5.1582,41.2562,0,0.8924
RF.b_10426,Blade,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,45.45,29.58,10.91,1033.39,746.28,1.536,2.711,0.007948,0.2401,13,0.39,77.0,4.5,6.0,5.364,45.351,4.5149,5.9927,5.3640,45.3515,0,0.8405
RF.b_10428,Blade,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,34.16,16.42,10.37,823.08,659.8,2.08,1.583,0.01656,0.3037,21,0.32,0.0,3.3,5.6,5.928,50.427,3.2724,5.5683,5.9277,50.4273,0,0.9365
RF.b_10429,Bladelet,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,24.14,7.1,5.07,235.69,93.4,3.398,1.402,0.006642,0.2099,7,0.37,0.0,4.0,8.4,5.773,40.404,4.0138,8.3960,5.7727,40.4036,0,0.8969
RF.b_10430,Bladelet,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,24.3,8.42,7.25,237.13,117.64,2.886,1.162,0.008194,0.2982,7,0.44,73.6,5.1,7.8,4.366,24.083,5.1460,7.7592,4.3664,24.0833,0,0.9545
RF.b_10431,Bladelet,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,23.55,12.08,6.58,264.89,131.57,1.949,1.837,0.010077,0.2793,7,0.38,65.8,4.5,7.8,5.701,44.53,4.5397,7.7802,5.7011,44.5295,0,0.9116
RF.b_10432,Bladelet,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,18.49,9.66,6.6,148.63,55.07,1.914,1.464,0.008712,0.357,4,0.42,67.0,4.8,9.4,5.382,36.283,4.8269,9.3567,5.3819,36.2833,0,0.9034
RF.b_10433,Bladelet,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,23.38,8.91,6.72,315.93,189.81,2.624,1.325,0.014859,0.2876,6,0.42,73.5,4.3,6.8,5.263,38.184,4.2968,6.8159,5.2629,38.1836,0,0.9382
RF.b_10434,Bladelet,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,35.94,12.07,7.21,601.17,382.74,2.978,1.673,0.008244,0.2007,12,0.36,70.8,3.4,6.3,6.264,51.162,3.3928,6.2947,6.2642,51.1617,0,0.9114
RF.b_10435,Bladelet,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,33.54,18.93,14.72,491.32,245.84,1.772,1.286,0.006516,0.439,7,0.38,69.4,4.7,7.1,5.678,47.252,4.6567,7.0682,5.6785,47.2519,0,0.8555
RF.b_10436,Bladelet,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,27.36,21.17,9.97,455.87,300.63,1.293,2.122,0.014675,0.3645,11,0.3,0.0,5.0,6.7,5.811,52.621,4.9501,6.6572,5.8110,52.6209,0,0.9489
RF.b_10437,Bladelet,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,22.02,20.75,6.67,352.67,217.15,1.061,3.11,0.020343,0.3031,8,0.38,61.4,4.9,6.9,5.724,48.579,4.8701,6.9007,5.7241,48.5786,0,0.9299
RF.b_10438,Bladelet,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,19.48,6.98,6.74,211.21,127.82,2.789,1.037,0.017294,0.3458,4,0.41,68.9,4.3,6.8,4.535,26.704,4.2686,6.8397,4.5347,26.7039,0,0.9648
RF.b_10439,Bladelet,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,22.0,6.37,3.83,212.94,116.26,3.456,1.663,0.010924,0.174,5,0.43,0.0,4.7,7.2,4.016,20.355,4.7456,7.1887,4.0159,20.3549,0,0.8923
RF.b_10440,Bladelet,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,31.49,11.68,6.04,538.49,331.59,2.696,1.933,0.010615,0.1919,7,0.33,0.0,3.4,6.3,7.138,68.431,3.3628,6.3436,7.1378,68.4307,0,0.9297
RF.b_10441,Bladelet,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,28.33,13.07,12.03,469.98,331.58,2.168,1.086,0.014585,0.4247,9,0.44,71.8,4.4,6.1,4.167,23.875,4.3954,6.1376,4.1666,23.8746,0,0.9546
RF.b_10442,Bladelet,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,38.36,19.32,9.23,598.27,528.76,1.986,2.094,0.00937,0.2405,9,0.35,74.8,4.5,5.2,3.466,19.754,4.5109,5.1527,3.4656,19.7541,0,0.9239
RF.b_10443,Bladelet,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,23.98,15.9,3.5,324.45,135.59,1.508,4.542,0.009836,0.146,8,0.37,80.7,4.2,7.5,6.473,54.684,4.1909,7.4743,6.4725,54.6839,0,0.9205
RF.b_10444,Bladelet,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,23.32,11.55,8.0,284.53,126.82,2.019,1.444,0.010003,0.3431,8,0.33,69.6,5.3,7.9,5.385,41.979,5.2885,7.8788,5.3849,41.9794,0,0.8349
RF.b_10445,Bladelet,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,18.53,5.71,5.52,201.44,90.18,3.243,1.034,0.014178,0.2981,6,0.45,0.0,4.4,7.7,4.779,28.036,4.4129,7.7462,4.7787,28.0360,0,0.9532
RF.b_10446,Bladelet,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,29.03,16.32,10.97,642.09,608.2,1.779,1.487,0.024858,0.378,11,0.38,78.3,4.2,5.6,4.652,32.583,4.1685,5.6042,4.6521,32.5832,0,0.8651
RF.b_10447,Bladelet,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,18.64,10.0,5.44,198.58,77.1,1.864,1.84,0.011903,0.2916,7,0.34,72.0,4.8,8.6,5.793,42.402,4.7768,8.6173,5.7935,42.4021,0,0.9237
RF.b_10448,Bladelet,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,16.83,15.72,10.72,220.35,126.29,1.071,1.466,0.026472,0.6367,10,0.44,0.0,5.5,6.7,4.115,25.138,5.4711,6.7176,4.1154,25.1380,0,0.9582
RF.b_10449,Bladelet,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,14.61,5.34,5.05,100.35,30.72,2.737,1.057,0.009846,0.3456,4,0.47,72.5,6.1,10.1,4.233,21.677,6.0879,10.1325,4.2328,21.6769,0,0.8922
RF.b_10450,Bladelet,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,43.85,15.88,5.1,756.24,477.86,2.761,3.111,0.005667,0.1164,10,0.31,76.2,3.5,6.6,7.451,73.79,3.4651,6.6372,7.4507,73.7900,0,0.9001
RF.b_10451,Blade,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,38.04,19.06,11.94,755.06,595.92,1.995,1.597,0.010828,0.3139,6,0.34,78.5,3.4,5.7,7.079,70.674,3.4449,5.7403,7.0792,70.6739,0,0.9763
RF.b_10452,Bladelet,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,31.83,13.37,12.36,550.02,547.14,2.381,1.081,0.016967,0.3884,11,0.34,0.0,4.0,5.6,4.145,22.563,3.9759,5.5956,4.1448,22.5631,0,0.9622
RF.b_10453,Blade,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,44.48,18.68,16.87,1068.77,1262.27,2.381,1.107,0.014342,0.3793,19,0.35,0.0,3.7,4.4,3.664,21.514,3.6941,4.3933,3.6638,21.5144,0,0.8768
RF.b_10454,Blade,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,53.83,28.99,25.62,1704.23,2694.99,1.857,1.132,0.017276,0.4759,21,0.16,62.9,3.5,4.5,4.932,44.619,3.5390,4.5264,4.9322,44.6189,0,0.9659
RF.b_10455,Blade,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,37.69,29.49,24.72,1108.57,1326.21,1.278,1.193,0.024764,0.6559,22,0.15,61.6,3.9,5.3,5.796,65.242,3.8727,5.2502,5.7958,65.2417,1,0.9295
RF.b_117,Tool,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,39.76,33.78,19.73,1318.12,1558.55,1.177,1.712,0.024789,0.4963,19,0.19,68.5,4.4,5.4,5.103,52.99,4.4156,5.4325,5.1034,52.9904,1,0.9548
RF.b_1296,Tool,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,25.64,10.66,6.95,316.27,205.43,2.405,1.534,0.012194,0.271,9,0.36,0.0,3.8,6.9,8.413,131.338,3.8225,6.9034,8.4127,131.3383,1,0.9727
RF.b_136,Tool,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,42.35,35.05,25.64,1428.5,2151.42,1.208,1.367,0.028332,0.6055,12,0.14,70.2,4.3,5.2,4.586,42.546,4.2627,5.2064,4.5862,42.5465,0,0.955
RF.b_1383,Bladelet,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,23.98,12.91,4.33,283.35,106.45,1.858,2.98,0.007715,0.1807,7,0.39,74.2,3.7,8.5,6.887,56.358,3.7196,8.4869,6.8872,56.3584,0,0.8639
RF.b_1395,Tool,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,27.34,8.39,8.35,301.35,195.08,3.259,1.005,0.009543,0.3053,8,0.4,78.5,5.0,6.6,3.429,15.932,5.0052,6.5749,3.4289,15.9320,0,0.9306
RF.b_1396,Blade,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,33.3,19.75,11.03,715.41,828.81,1.686,1.79,0.022441,0.3313,7,0.36,76.1,4.5,5.1,3.719,23.978,4.4526,5.1030,3.7190,23.9780,0,0.9686
RF.b_1401,Bladelet,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,30.45,9.6,7.78,419.51,250.78,3.171,1.234,0.008886,0.2556,9,0.37,64.0,4.0,6.7,5.916,45.913,3.9558,6.7240,5.9161,45.9128,0,0.8938
RF.b_1424,Tool,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,41.74,14.06,9.28,924.54,964.42,2.969,1.514,0.013261,0.2224,16,0.32,78.2,3.4,4.7,5.01,38.508,3.4414,4.6758,5.0096,38.5077,0,0.9137
RF.b_1463,Tool,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,11.62,4.83,4.47,78.1,26.29,2.405,1.082,0.016737,0.3843,7,0.35,72.7,5.7,9.3,4.109,22.166,5.6978,9.2694,4.1093,22.1663,0,0.942
RF.b_1464,Tool,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,25.21,11.45,10.5,332.92,196.24,2.201,1.091,0.012247,0.4164,8,0.35,67.4,4.4,6.0,3.951,21.337,4.4459,5.9702,3.9508,21.3366,0,0.9586
RF.b_1465,Tool,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,16.9,6.08,5.55,138.37,62.41,2.78,1.096,0.012918,0.3281,9,0.34,74.8,5.7,7.1,3.516,18.932,5.7042,7.1291,3.5158,18.9316,0,0.9575
RF.b_1466,Tool,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,28.25,7.74,5.0,307.34,181.64,3.648,1.549,0.00806,0.1769,13,0.32,0.0,5.1,6.7,3.614,18.993,5.1257,6.6575,3.6138,18.9930,0,0.9374
RF.b_1467,Tool,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,37.16,34.78,24.26,1133.7,750.97,1.068,1.434,0.014633,0.6528,22,0.12,58.9,2.9,4.6,6.458,81.8,2.8874,4.5848,6.4580,81.8001,0,0.9388
RF.b_1490,Tool,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,29.54,9.28,4.18,399.75,226.64,3.182,2.221,0.008795,0.1415,9,0.43,74.5,3.8,7.1,6.973,73.847,3.7880,7.0599,6.9728,73.8467,0,0.9194
RF.b_1492,Tool,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,36.28,12.14,9.01,545.13,401.3,2.989,1.347,0.008404,0.2483,10,0.33,0.0,3.7,6.1,5.378,39.755,3.7345,6.0546,5.3777,39.7554,0,0.9014
RF.b_1493,Tool,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,21.06,9.32,6.11,187.77,65.01,2.259,1.525,0.006964,0.2904,9,0.47,66.6,4.8,9.0,5.529,45.154,4.7626,8.9719,5.5294,45.1537,0,0.928
RF.b_1494,Tool,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,30.91,11.25,10.57,502.96,290.41,2.747,1.064,0.009837,0.342,17,0.36,68.7,3.8,6.4,9.563,188.371,3.7596,6.3676,9.5634,188.3705,2,0.9474
RF.b_15,Tool,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,58.64,57.1,26.38,2844.25,4585.72,1.027,2.165,0.022743,0.4498,31,0.15,62.5,4.5,5.0,4.115,29.73,4.5160,5.0120,4.1146,29.7300,0,0.9833
RF.b_1510,Tool,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,24.23,7.69,6.55,315.56,223.29,3.149,1.175,0.01569,0.2702,11,0.38,77.3,4.1,5.9,4.397,27.732,4.1133,5.8906,4.3970,27.7325,0,0.9464
RF.b_1517,Tool,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,19.36,6.27,5.83,190.86,84.86,3.09,1.075,0.011697,0.3011,8,0.31,72.5,5.0,8.5,4.474,27.82,5.0227,8.5098,4.4736,27.8202,0,0.9633
RF.b_1521,Tool,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,15.68,8.33,6.6,208.57,126.34,1.884,1.262,0.032751,0.4208,10,0.42,75.8,4.3,6.4,5.054,51.885,4.2820,6.3694,5.0539,51.8846,0,0.9741
RF.b_1522,Tool,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,35.17,13.69,7.84,596.22,399.11,2.569,1.747,0.009175,0.2228,13,0.34,65.8,3.5,5.8,6.223,60.409,3.4785,5.8426,6.2232,60.4091,0,0.8906
RF.b_1523,Tool,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,22.81,7.51,5.07,234.15,107.52,3.038,1.481,0.009062,0.2222,8,0.42,74.7,4.0,7.4,5.152,33.926,4.0258,7.3535,5.1518,33.9260,0,0.9259
RF.b_1533,Tool,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,30.72,11.77,9.53,341.85,191.12,2.61,1.235,0.00659,0.3103,14,0.36,77.2,4.4,6.3,3.765,18.823,4.3920,6.2671,3.7652,18.8234,0,0.9092
RF.b_1534,Tool,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,34.19,11.05,9.39,510.89,392.83,3.094,1.176,0.00983,0.2747,18,0.29,67.0,4.8,5.8,3.912,25.312,4.8158,5.7943,3.9119,25.3122,0,0.9521
RF.b_1537,Tool,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,23.87,8.99,7.68,270.41,168.05,2.657,1.17,0.012354,0.3217,17,0.34,76.4,4.4,5.6,3.049,12.512,4.4048,5.5718,3.0490,12.5121,0,0.9552
RF.b_1538,Tool,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,35.37,9.24,5.48,389.49,206.51,3.828,1.686,0.004666,0.1549,9,0.29,64.1,3.9,6.4,5.444,51.117,3.9357,6.3865,5.4441,51.1166,0,0.9112
RF.b_1539,Tool,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,16.83,9.41,3.67,160.16,64.72,1.789,2.567,0.013576,0.2178,8,0.39,68.7,4.3,8.3,5.996,48.717,4.2809,8.2539,5.9965,48.7170,0,0.957
RF.b_1543,Tool,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,24.9,9.73,5.53,308.0,191.43,2.559,1.759,0.012397,0.2221,12,0.32,0.0,4.0,6.6,5.052,37.142,3.9796,6.6382,5.0518,37.1421,0,0.9533
RF.b_1544,Tool,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,19.47,6.85,5.18,166.08,84.22,2.843,1.323,0.011413,0.2659,7,0.44,0.0,4.8,7.2,5.048,55.033,4.7818,7.2450,5.0479,55.0326,0,0.9449
RF.b_1545,Tool,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,20.61,5.86,5.71,173.16,64.12,3.519,1.025,0.007321,0.2771,11,0.36,0.0,5.1,7.5,3.822,20.07,5.0778,7.4775,3.8224,20.0703,0,0.9556
RF.b_1547,Tool,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,34.02,16.41,12.13,526.59,359.66,2.073,1.353,0.009138,0.3565,9,0.39,72.9,4.7,6.0,3.955,22.044,4.7195,6.0315,3.9549,22.0441,0,0.8949
RF.b_1548,Tool,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,34.68,7.98,7.44,410.34,275.41,4.344,1.073,0.006604,0.2145,10,0.35,76.8,3.9,5.6,3.951,21.458,3.9484,5.5664,3.9513,21.4585,0,0.9291
RF.b_1549,Tool,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,36.87,11.77,9.99,602.91,404.89,3.133,1.178,0.008078,0.271,15,0.36,68.8,3.4,5.8,7.66,115.32,3.4463,5.8412,7.6604,115.3204,0,0.9587
RF.b_1550,Tool,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,20.1,6.98,6.53,194.44,91.9,2.878,1.07,0.011319,0.3249,9,0.41,74.3,4.7,7.4,4.227,22.663,4.7320,7.3795,4.2272,22.6633,0,0.948
RF.b_1551,Tool,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,26.9,8.81,7.11,268.19,120.32,3.052,1.24,0.00618,0.2642,8,0.35,0.0,4.5,7.3,4.53,26.408,4.5046,7.3354,4.5304,26.4082,0,0.9452
RF.b_1552,Tool,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,44.43,9.49,8.22,623.85,456.71,4.682,1.154,0.005209,0.185,16,0.35,65.5,3.5,5.7,5.115,35.324,3.5368,5.7442,5.1148,35.3238,0,0.9478
RF.b_1553,Tool,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,13.73,5.75,4.24,89.01,30.89,2.387,1.356,0.011927,0.309,5,0.36,69.8,5.9,8.6,3.343,13.857,5.8585,8.5775,3.3427,13.8574,0,0.9597
RF.b_1554,Tool,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,18.19,8.75,6.31,135.59,65.53,2.08,1.387,0.01089,0.3467,5,0.46,74.0,5.2,7.2,3.477,15.29,5.2256,7.1990,3.4767,15.2902,0,0.9606
RF.b_1555,Tool,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,18.86,3.94,3.67,115.64,41.02,4.789,1.074,0.006118,0.1944,7,0.42,74.3,5.7,8.5,3.401,14.171,5.6785,8.5478,3.4009,14.1712,0,0.9315
RF.b_1556,Tool,Fumane Cave (Vol 1),Fumane_3D_metadata.csv,17.64,5.32,4.94,113.63,36.28,3.316,1.078,0.006609,0.2799,7,0.51,73.2,5.8,8.5,3.662,17.081,5.8311,8.5264,3.6616,17.0806,0,0.9146
