ID,Scanner,Unit,Raw_material,Class,Blank,Technology,Cortex,Preservation,Volume,Surface,Length,Width,Thickness,Core_classification
RF.b_6097,Micro-CT,A2,Scaglia.Rossa,Blank,Bladelet,Optimal,0%,Complete,118.8015594,221.9797164,17.7,8,2,NA
RF.b_6098,Micro-CT,A2,Maiolica,Blank,Bladelet,Optimal,0%,Complete,46.78040314,130.0302992,16.5,5.9,1.2,NA
RF.b_6145,Micro-CT,A2,Scaglia.Variegata,Blank,Blade,Maintenance,0%,Complete,902.6420898,1019.784479,42,12.9,3.4,NA
RF.b_6146,Micro-CT,A2,Scaglia.Variegata,Blank,Blade,Semi-cortical,33-66%,Complete,868.267395,980.2078954,41.7,13,3.3,NA
RF.b_6157,Micro-CT,A2,Maiolica,Blank,Blade,Maintenance,0%,Complete,841.0997314,1094.793824,44.1,16,2.8,NA
RF.b_6158,Micro-CT,A2,Maiolica,Blank,Bladelet,Optimal,0%,Complete,354.0403748,571.9506652,32.8,9.3,1.5,NA
RF.b_6159,Micro-CT,A2,Scaglia.Variegata,Blank,Bladelet,Optimal,0%,Complete,44.18579865,159.5468654,19.8,5.9,0.8,NA
RF.b_6160,Micro-CT,A2,Maiolica,Blank,Bladelet,Maintenance,0%,Complete,202.8720398,306.7689994,28,5.1,3,NA
RF.b_6165,Micro-CT,A2,Maiolica,Blank,Bladelet,Semi-cortical,1-33%,Complete,250.8510284,497.2842804,33.7,7.7,1.6,NA
RF.b_6166,Micro-CT,A2,Maiolica,Blank,Bladelet,Maintenance,1-33%,Complete,381.13974,671.5288298,36,10.7,1.9,NA
RF.b_6168,Micro-CT,A2,Maiolica,Blank,Bladelet,Optimal,0%,Complete,304.6483154,525.0964468,32,10.3,2.2,NA
RF.b_6170,Micro-CT,A2,Scaglia.Variegata,Blank,Bladelet,Optimal,0%,Complete,178.5332642,421.9530507,28.5,10.2,1.4,NA
RF.b_6171,Micro-CT,A2,Maiolica,Blank,Bladelet,Optimal,0%,Complete,114.2833862,248.2546838,22.3,5.8,1.8,NA
RF.b_6174,Micro-CT,A2,Scaglia.Variegata,Blank,Bladelet,Optimal,0%,Complete,49.46178055,136.1162867,17.6,4.2,1.2,NA
RF.b_6175,Micro-CT,A2,Maiolica,Blank,Bladelet,Semi-cortical,1-33%,Complete,82.53881073,180.2075561,20,5.2,1.7,NA
RF.b_6176,Micro-CT,A2,Undetermined,Blank,Bladelet,Optimal,0%,Complete,91.90274811,252.1691707,23.4,7.3,1.2,NA
RF.b_6186,Micro-CT,A2,Undetermined,Tool,Bladelet,Optimal,0%,Complete,82.89996338,202.7440259,21.3,5.1,1.1,NA
RF.b_6202,Micro-CT,A2,Scaglia.Variegata,Blank,Flake,Initialization,1-33%,Complete,620.6634521,710.9643415,31.2,11.7,5.3,NA
RF.b_6294,Artec.spider,A2,Maiolica,Core-Tool,Flake,Initialization,66-99%,Complete,13395.54102,3532.109112,26,35.3,43.4,Carinated
RF.b_6295,Artec.spider,A2.internal,Maiolica,Core-Tool,Flake,Initialization,66-99%,Complete,11614.08984,3375.474977,19.8,33.6,40.3,Carinated
RF.b_6303,Artec.spider,A2,Maiolica,Core-Tool,Flake,Semi-cortical,1-33%,Complete,6790.408203,2150.126707,16,29.1,30.1,Carinated
RF.b_6335,Micro-CT,A2,Maiolica,Blank,Blade,Maintenance,0%,Complete,1168.22168,1230.50781,50,15,4.1,NA
RF.b_6348,Artec.Spider,A2,Undetermined,Tool,Blade,Maintenance,1-33%,Complete,4218.400879,2828.411408,71.1,22.8,4.9,NA
RF.b_6387,Artec.Spider,A2,Radiolarite,Blank,Blade,Maintenance,100%,Complete,7520.760254,3404.461959,64.4,29.4,8.1,NA
RF.b_6388,Micro-CT,A1,Radiolarite,Blank,Bladelet,Maintenance,0%,Complete,342.3427124,466.5455075,32,7.9,3.1,NA
RF.b_6401,Artec.Spider,A2,Radiolarite,Blank,Blade,Maintenance,0%,Complete,1667.338623,1453.89969,58.8,12.3,5.5,NA
RF.b_6418,Artec.Spider,A2,Maiolica,Blank,Blade,Maintenance,1-33%,Complete,2344.14917,1656.380499,44,18.5,7.3,NA
RF.b_6422,Artec.Spider,A2,Maiolica,Blank,Blade,Maintenance,0%,Complete,2709.190674,1899.299267,54.1,20,10.5,NA
RF.b_6430,Micro-CT,A2,Maiolica,Blank,Blade,Semi-cortical,1-33%,Complete,1127.958984,1199.177932,44.7,12.6,3.6,NA
RF.b_6617,Micro-CT,D3d.base,Maiolica,Blank,Bladelet,Optimal,0%,Complete,302.3623352,436.287665,33.2,7.1,2.6,NA
RF.b_6626,Artec.Spider,D3b,Maiolica,Blank,Blade,Semi-cortical,1-33%,Complete,2536.067383,2385.089504,81,16.6,4,NA
RF.b_6650,Micro-CT,D3b,Maiolica,Blank,Bladelet,Maintenance,0%,Complete,387.6907654,559.4625418,28.5,11.5,2.5,NA
RF.b_6652,Micro-CT,D3b,Maiolica,Blank,Bladelet,Optimal,0%,Complete,324.8052368,474.7356626,28,9.1,2.7,NA
RF.b_6653,Micro-CT,D3b,Maiolica,Blank,Bladelet,Optimal,0%,Complete,149.8477631,301.9246417,21,9.2,1.2,NA
RF.b_6654,Artec.Spider,D3b,Maiolica,Blank,Blade,Optimal,0%,Complete,1315.322754,1143.041013,43.3,15.5,6.5,NA
RF.b_6684,Micro-CT,D3b,Maiolica,Blank,Bladelet,Optimal,0%,Complete,106.7044449,207.9325878,19,6,2.2,NA
RF.b_6720,Micro-CT,D3b,Maiolica,Blank,Bladelet,Optimal,0%,Complete,453.8378601,643.237815,36,8.8,2.5,NA
RF.b_6725,Micro-CT,D3b,Maiolica,Blank,Bladelet,Maintenance,0%,Complete,43.35522461,109.7767583,16.9,3.4,1.2,NA
RF.b_6726,Artec.Spider,D3b,Maiolica,Blank,Blade,Optimal,0%,Proximal,1587.777344,1878.274339,57,20.5,3.9,NA
RF.b_6735,Micro-CT,D3b,Maiolica,Blank,Bladelet,Optimal,0%,Complete,113.8281784,234.5468281,19.2,8.8,1.7,NA
RF.b_6838,Micro-CT,D3d.base,Maiolica,Blank,Bladelet,Optimal,0%,Proximal,934.8469238,954.8211682,41.7,9.5,4.1,NA
RF.b_6849,Micro-CT,D3d.base,Maiolica,Blank,Bladelet,Optimal,0%,Complete,86.68902588,193.7645738,18.1,6.5,1.5,NA
RF.b_6853,Artec.Spider,D3d.base,Maiolica,Blank,Blade,Optimal,0%,Proximal,1902.186035,2240.607997,63,26.6,3.5,NA
RF.b_6857,Micro-CT,D3d.base,Maiolica,Blank,Bladelet,Optimal,0%,Complete,228.4682465,374.1162212,25.1,9,2.1,NA
RF.b_6863,Artec.Spider,D3d.base,Maiolica,Blank,Blade,Maintenance,0%,Proximal,3530.104492,2478.78477,62.5,23,6.4,NA
RF.b_6881,Artec.Spider,D3d.base,Maiolica,Blank,Blade,Maintenance,0%,Complete,2062.244385,1476.577779,46.3,16.3,7.2,NA
RF.b_6882,Micro-CT,D3d.base,Maiolica,Blank,Bladelet,Optimal,0%,Complete,160.7312469,319.0847638,28.5,6.8,2.6,NA
RF.b_689,Artec.Spider,A1,Scaglia.Variegata,Blank,Blade,Optimal,0%,Complete,6541.250977,4439.37682,92.3,29.2,7.7,NA
RF.b_691,Micro-CT,A2,Maiolica,Blank,Blade,Maintenance,0%,Complete,603.1688232,789.8607978,40.1,13.1,2.6,NA
RF.b_6914,Artec.Spider,D3d.base,Maiolica,Blank,Blade,Maintenance,1-33%,Complete,1443.840576,1376.96713,51.3,14.2,6.2,NA
RF.b_692,Artec.Spider,A2,Scaglia.Variegata,Blank,Blade,Optimal,0%,Complete,1582.52063,1456.026734,58,14.8,4.7,NA
RF.b_6933,Micro-CT,D3d.base,Maiolica,Blank,Blade,Optimal,0%,Complete,1418.733643,1027.151588,37.1,13.8,7.5,NA
RF.b_6937,Micro-CT,D3d.base,Maiolica,Blank,Blade,Optimal,0%,Complete,352.414093,661.0354367,35.1,12.2,1.8,NA
RF.b_694,Artec.Spider,A2,Undetermined,Blank,Blade,Semi-cortical,33-66%,Complete,7066.271973,3176.417172,67,27.1,12.1,NA
RF.b_695,Artec.Spider,A2,Eocenic,Blank,Blade,Maintenance,0%,Complete,3872.666016,3047.25408,72.6,25.7,5.6,NA
RF.b_6975,Artec.Spider,D3d.base,Scaglia.Variegata,Blank,Blade,Initialization,1-33%,Complete,6514.623535,2959.039694,71,18.9,14.5,NA
RF.b_6988,Micro-CT,D3d.base,Scaglia.Variegata,Blank,Bladelet,Optimal,0%,Complete,311.037323,436.2483972,30,7.7,3.6,NA
RF.b_700,Artec.Spider,A2,Scaglia.Variegata,Blank,Blade,Semi-cortical,1-33%,Proximal,3806.685059,2881.497368,74,21.1,5.1,NA
RF.b_7055,Artec.Spider,D3b,Maiolica,Blank,Blade,Maintenance,1-33%,Complete,2789.058105,2165.670983,54,21.7,3.8,NA
RF.b_7056,Micro-CT,D3b,Maiolica,Blank,Blade,Maintenance,1-33%,Complete,1174.766113,965.8888937,33.7,14.8,6.4,NA
RF.b_7063,Micro-CT,D3d,Maiolica,Blank,Bladelet,Maintenance,0%,Complete,715.3387451,725.391967,31.5,11.6,4.4,NA
RF.b_707,Micro-CT,A2,Maiolica,Blank,Bladelet,Optimal,0%,Complete,87.68054962,199.1562152,23.1,4,1.7,NA
RF.b_7077,Micro-CT,D3d,Maiolica,Blank,Bladelet,Optimal,0%,Mesial,156.8351288,333.7203265,27,6.9,1.4,NA
RF.b_709,Micro-CT,A1,Undetermined,Blank,Blade,Optimal,0%,Complete,1068.190308,1059.95387,45,12.3,3.3,NA
RF.b_710,Micro-CT,A1,Scaglia.Variegata,Blank,Bladelet,Optimal,0%,Complete,1255.744995,1253.223481,57.8,10.5,4.5,NA
RF.b_713,Micro-CT,A1,Maiolica,Blank,Bladelet,Semi-cortical,1-33%,Complete,954.8458252,1140.238441,55.1,11.5,4.1,NA
RF.b_7132,Micro-CT,D3d,Maiolica,Blank,Bladelet,Optimal,0%,Complete,110.0057678,228.784694,23.2,4.8,1.7,NA
RF.b_7133,Micro-CT,D3d,Maiolica,Blank,Bladelet,Optimal,0%,Complete,218.4230804,387.4591341,30,6.5,1.6,NA
RF.b_7134,Micro-CT,D3d,Maiolica,Blank,Bladelet,Optimal,0%,Complete,142.9475098,282.6706121,22.5,7.5,1.5,NA
RF.b_720,Artec.Spider,A2,Scaglia.Rossa,Blank,Blade,Maintenance,0%,Complete,1128.78772,1300.820822,51,15.3,4,NA
RF.b_7206,Micro-CT,D3d,Maiolica,Blank,Bladelet,Maintenance,1-33%,Complete,479.5484924,626.7763755,32,11.2,2.6,NA
RF.b_722,Micro-CT,A2,Maiolica,Blank,Blade,Optimal,0%,Complete,1025.328491,1161.036746,50.5,13.3,3.4,NA
RF.b_7232,Micro-CT,D3d.base,Maiolica,Blank,Bladelet,Semi-cortical,1-33%,Complete,167.9088898,365.651734,25.7,9.2,1.2,NA
RF.b_724,Artec.Spider,A2,Maiolica,Blank,Blade,Maintenance,1-33%,Complete,13241.49609,5059.35811,91,29.7,11,NA
RF.b_725,Artec.Spider,A1,Maiolica,Blank,Blade,Initialization,0%,Complete,12313.39453,4887.87282,102.5,21.7,15,NA
RF.b_7250,Micro-CT,D3d.base,Maiolica,Blank,Bladelet,Maintenance,0%,Complete,487.808136,543.6124189,28.4,11.5,5.4,NA
RF.b_728,Artec.Spider,A2,Maiolica,Blank,Blade,Optimal,0%,Complete,2510.884521,2245.183578,70.3,20.3,6,NA
RF.b_7288,Artec.Spider,D3d.base,Maiolica,Blank,Blade,Optimal,0%,Complete,1206.373657,1238.38852,53,15.7,3.4,NA
RF.b_729,Artec.Spider,A2,Maiolica,Blank,Blade,Maintenance,0%,Complete,1916.589478,1702.230804,59,16,6.6,NA
RF.b_7295,Artec.Spider,D3d.base,Maiolica,Blank,Blade,Optimal,0%,Complete,7258.273438,4150.428879,75.5,34.1,7.1,NA
RF.b_737,Artec.Spider,A2,Maiolica,Blank,Blade,Maintenance,0%,Complete,1538.484497,1457.57834,56,14.7,5,NA
RF.b_738,Micro-CT,A2,Maiolica,Blank,Blade,Maintenance,0%,Complete,703.7606812,923.7185478,43,12.1,2.9,NA
RF.b_739,Micro-CT,A2,Maiolica,Blank,Blade,Maintenance,0%,Complete,1359.172729,1315.753238,49.2,13.2,3.6,NA
RF.b_7390,Micro-CT,D3d.base,Scaglia.Variegata,Blank,Bladelet,Optimal,0%,Complete,307.9954529,412.811068,28,8.6,2.3,NA
RF.b_74,Micro-CT,A1,Scaglia.Rossa,Blank,Blade,Optimal,0%,Complete,1130.701294,1068.076761,46,15.3,5.1,NA
RF.b_7404,Micro-CT,D3d.base,Maiolica,Blank,Blade,Semi-cortical,33-66%,Complete,1369.10437,1119.630931,45.5,12.8,5.1,NA
RF.b_742,Micro-CT,A2,Maiolica,Blank,Bladelet,Maintenance,0%,Complete,624.2208252,829.0126244,45.9,8.8,2.7,NA
RF.b_7458,Micro-CT,D3d.base,Maiolica,Blank,Bladelet,Optimal,0%,Complete,208.6110077,344.9315669,22,9.8,1.8,NA
RF.b_746,Artec.Spider,A2,Scaglia.Variegata,Blank,Blade,Optimal,0%,Complete,2745.046875,2084.050699,66.7,16.1,5.9,NA
RF.b_747,Artec.Spider,A2,Maiolica,Blank,Blade,Semi-cortical,1-33%,Complete,2050.489746,1813.257363,57.3,18.1,4.6,NA
RF.b_749,Artec.Spider,A2,Scaglia.Variegata,Blank,Blade,Maintenance,0%,Complete,1347.473389,1245.623124,46.6,14,4.8,NA
RF.b_7494,Micro-CT,D3d.base,Scaglia.Rossa,Blank,Bladelet,Optimal,0%,Complete,247.0908661,374.105901,23,8.6,2.6,NA
RF.b_75,Artec.Spider,A1,Scaglia.Rossa,Tool,Blade,Maintenance,33-66%,Complete,2969.373779,1765.681891,46.2,18,9,NA
RF.b_752,Micro-CT,A2,Maiolica,Blank,Bladelet,Maintenance,0%,Complete,1337.931519,1347.47276,57.7,11.6,4.3,NA
RF.b_754,Artec.Spider,A2,Scaglia.Variegata,Blank,Blade,Maintenance,1-33%,Complete,5027.641602,2949.338335,70.4,17.7,8.6,NA
RF.b_7541,Micro-CT,D3d.base,Maiolica,Blank,Bladelet,Maintenance,0%,Complete,361.1422119,507.3291344,26.3,10.3,2.2,NA
RF.b_755,Artec.Spider,A2,Undetermined,Blank,Blade,Maintenance,1-33%,Complete,2725.905762,2123.532548,61.8,23.1,5.3,NA
RF.b_757,Artec.Spider,A2,Eocenic,Blank,Blade,Maintenance,33-66%,Complete,3965.759521,3000.342849,76.3,23,4,NA
RF.b_7583,Micro-CT,D3d.base,Scaglia.Variegata,Blank,Blade,Initialization,66-99%,Complete,819.7833252,904.5461299,39.4,12.5,3.6,NA
RF.b_760,Micro-CT,A2,Maiolica,Blank,Blade,Optimal,0%,Complete,1011.801697,1153.867145,47.3,14.8,2.7,NA
RF.b_764,Artec.Spider,A2,Scaglia.Rossa,Blank,Blade,Maintenance,0%,Complete,934.5281372,1303.896396,50.5,15.7,3,NA
RF.b_7692,Micro-CT,D3d.base,Maiolica,Blank,Bladelet,Optimal,0%,Complete,280.833252,395.9221036,27.9,8.5,2.3,NA
RF.b_773,Artec.Spider,A2,Maiolica,Blank,Blade,Optimal,0%,Complete,2972.07959,2350.504009,74.8,18,5.3,NA
RF.b_774,Artec.Spider,A2,Maiolica,Blank,Blade,Optimal,0%,Complete,4146.654785,2893.098147,80.6,19.5,5.3,NA
RF.b_786,Micro-CT,A2,Maiolica,Blank,Bladelet,Optimal,0%,Complete,461.4984436,750.0982144,41.7,10.5,1.5,NA
RF.b_793,Artec.Spider,A1,Maiolica,Tool,Blade,Maintenance,1-33%,Complete,19391.10742,6249.969255,103.7,27.7,17.3,NA
RF.b_794,Artec.Spider,A2,Maiolica,Blank,Blade,Initialization,66-99%,Complete,6480.874023,3134.623102,70.7,21.5,10.2,NA
RF.b_796,Artec.Spider,A2,Maiolica,Blank,Blade,Optimal,0%,Complete,4697.893555,2937.818592,80.5,18.3,7.3,NA
RF.b_798,Artec.Spider,A2,Maiolica,Blank,Blade,Semi-cortical,1-33%,Complete,1477.928833,1829.581698,57.2,19.4,2.6,NA
RF.b_80,Artec.Spider,A2,Maiolica,Tool,Blade,Maintenance,0%,Complete,14027.11621,6056.411776,107.1,35,9.3,NA
RF.b_800,Artec.Spider,A2,Maiolica,Blank,Blade,Maintenance,0%,Complete,5619.096191,3109.475076,75,18.6,9.9,NA
RF.b_801,Artec.Spider,A2,Maiolica,Blank,Blade,Optimal,0%,Complete,1414.884155,1373.582944,54,14.3,4.8,NA
RF.b_803,Artec.Spider,A1,Maiolica,Blank,Flake,Maintenance,1-33%,Complete,15153.08008,5243.759012,79,34.5,10.7,NA
RF.b_8093,Micro-CT,D3b,Maiolica,Blank,Bladelet,Optimal,0%,Complete,709.057373,744.279724,33,11.7,3.4,NA
RF.b_8095,Micro-CT,D3b,Maiolica,Blank,Blade,Optimal,0%,Proximal,544.6853027,694.5828283,31.5,13.3,2.2,NA
RF.b_81,Artec.Spider,A2,Maiolica,Tool,Blade,Maintenance,0%,Complete,4475.497559,2900.472645,75.3,24.3,7.6,NA
RF.b_8111,Micro-CT,D3d,Maiolica,Blank,Bladelet,Maintenance,0%,Complete,293.9664917,387.0729511,28.3,3.3,4.8,NA
RF.b_8115,Artec.Spider,D3d,Maiolica,Tool,Blade,Semi-cortical,1-33%,Complete,7232.19043,3678.565694,69.3,30.5,9.6,NA
RF.b_815,Micro-CT,A2,Maiolica,Blank,Bladelet,Optimal,0%,Complete,59.08388519,154.5538107,18.5,4.9,1.3,NA
RF.b_82,Artec.Spider,A2,Maiolica,Tool,Blade,Maintenance,0%,Complete,3584.828125,2566.819936,59.6,24.6,5.9,NA
RF.b_8257,Artec.Spider,D3b.alpha,Maiolica,Blank,Blade,Initialization,66-99%,Proximal,6216.459961,3281.66264,64,27.1,7.6,NA
RF.b_8258,Micro-CT,D3b.alpha,Maiolica,Blank,Bladelet,Optimal,0%,Complete,181.3849945,317.2571456,24.3,7.3,1.9,NA
RF.b_8259,Micro-CT,D3b.alpha,Maiolica,Blank,Bladelet,Optimal,0%,Complete,217.9806824,360.5273967,26,8.4,2.3,NA
RF.b_8260,Micro-CT,D3b.alpha,Maiolica,Blank,Bladelet,Optimal,0%,Complete,71.91711426,172.0265624,18.5,5.4,1.5,NA
RF.b_8261,Micro-CT,D3b.alpha,Maiolica,Blank,Bladelet,Optimal,0%,Complete,113.5775833,249.1291854,22,7.7,1.3,NA
RF.b_8262,Micro-CT,D3b.alpha,Maiolica,Blank,Bladelet,Maintenance,1-33%,Complete,672.8352051,768.1040895,35.1,11.6,3.6,NA
RF.b_8264,Micro-CT,D3b.alpha,Maiolica,Blank,Bladelet,Optimal,0%,Complete,643.5657959,580.6094736,27,11.2,4.1,NA
RF.b_8265,Micro-CT,D3b.alpha,Maiolica,Blank,Bladelet,Optimal,0%,Complete,123.0902786,294.812756,23.8,7.3,1.2,NA
RF.b_8266,Micro-CT,D3b.alpha,Maiolica,Blank,Bladelet,Optimal,0%,Complete,295.4961853,448.4424421,28.6,10.7,2,NA
RF.b_8267,Micro-CT,D3b.alpha,Maiolica,Blank,Bladelet,Optimal,0%,Complete,160.0457611,271.5909635,21.6,6.4,2.3,NA
RF.b_8268,Micro-CT,D3b.alpha,Maiolica,Blank,Bladelet,Optimal,0%,Complete,123.8649063,287.3230876,24.8,8.6,1.4,NA
RF.b_8269,Micro-CT,D3b.alpha,Maiolica,Blank,Bladelet,Optimal,0%,Complete,240.4234009,349.147687,22.3,8.4,2.7,NA
RF.b_8270,Micro-CT,D3b.alpha,Maiolica,Blank,Blade,Optimal,0%,Complete,336.7691345,552.1054742,28.6,13.3,2.2,NA
RF.b_8271,Micro-CT,D3b.alpha,Maiolica,Blank,Bladelet,Optimal,0%,Complete,254.6920319,399.29467,26.1,9.9,2,NA
RF.b_8274,Micro-CT,D3b.alpha,Maiolica,Blank,Bladelet,Optimal,0%,Complete,228.5121155,324.0235369,21,9.4,2.9,NA
RF.b_8278,Micro-CT,D3b.alpha,Maiolica,Blank,Bladelet,Optimal,0%,Complete,121.1334763,243.1846109,20,7.2,1.8,NA
RF.b_8328,Micro-CT,D3b.alpha,Maiolica,Blank,Bladelet,Optimal,0%,Complete,146.0764618,234.9924532,22.2,5.4,1.9,NA
RF.b_8329,Micro-CT,D3b.alpha,Maiolica,Blank,Bladelet,Optimal,0%,Complete,365.7852783,414.2768324,28.1,5.9,3.6,NA
RF.b_8331,Micro-CT,D3b.alpha,Maiolica,Blank,Bladelet,Maintenance,1-33%,Complete,326.0463562,449.4142509,29,6.5,2.4,NA
RF.b_8332,Micro-CT,D3b.alpha,Maiolica,Blank,Bladelet,Optimal,0%,Complete,205.9869385,312.5468207,27,5.8,4,NA
RF.b_8333,Micro-CT,D3b.alpha,Maiolica,Blank,Bladelet,Maintenance,0%,Complete,254.6791229,370.6575019,24.8,7,2.7,NA
RF.b_8336,Micro-CT,D3b.alpha,Maiolica,Blank,Bladelet,Optimal,0%,Proximal,51.76542664,132.7822344,17.8,3.3,1,NA
RF.b_8338,Micro-CT,D3b.alpha,Maiolica,Blank,Blade,Maintenance,0%,Complete,572.3867798,654.0090269,29,12.3,3.3,NA
RF.b_8340,Micro-CT,D3b.alpha,Maiolica,Blank,Bladelet,Optimal,0%,Complete,140.7511597,310.1303479,21.6,10,1.6,NA
RF.b_8341,Micro-CT,D3b.alpha,Maiolica,Blank,Bladelet,Optimal,0%,Complete,187.1495514,313.7219954,19,8.7,2.2,NA
RF.b_8343,Micro-CT,D3b.alpha,Maiolica,Blank,Bladelet,Semi-cortical,1-33%,Complete,113.8665695,211.1568186,16.7,7.5,1.8,NA
RF.b_8345,Micro-CT,D3b.alpha,Maiolica,Blank,Bladelet,Optimal,0%,Complete,50.41834259,117.6186618,13.2,5.6,1.5,NA
RF.b_8346,Micro-CT,D3b.alpha,Maiolica,Blank,Bladelet,Optimal,0%,Complete,97.38152313,206.8694557,18.5,7,1.6,NA
RF.b_8347,Micro-CT,D3b.alpha,Maiolica,Blank,Bladelet,Optimal,0%,Complete,64.76212311,142.0532758,15,5.4,1.2,NA
RF.b_8348,Micro-CT,D3b.alpha,Maiolica,Blank,Bladelet,Optimal,0%,Complete,59.91556931,140.5957655,13.6,6.2,1.2,NA
RF.b_842,Artec.Spider,A2,Oolitic,Blank,Blade,Maintenance,1-33%,Complete,5692.258789,4049.438046,95,21.8,5.8,NA
RF.b_849,Artec.Spider,A2,Maiolica,Blank,Blade,Maintenance,1-33%,Complete,6197.886719,3367.061204,71,32,10.3,NA
RF.b_911,Micro-CT,A1,Maiolica,Blank,Bladelet,Optimal,0%,Complete,375.0663452,513.3394015,32.1,9.2,3,NA
RF.b_913,Micro-CT,A1,Scaglia.Rossa,Blank,Bladelet,Optimal,0%,Proximal,152.6520844,298.1747477,23.8,7.4,2.1,NA
RF.b_914,Micro-CT,A2,Maiolica,Tool,Bladelet,Optimal,0%,Proximal,260.1647644,417.8767207,35.1,5.7,2.4,NA
RF.b_918,Micro-CT,A2,Scaglia.Variegata,Tool,Bladelet,Optimal,0%,Complete,778.2178955,820.0668527,42.1,10.4,3.8,NA
RF.b_921,Micro-CT,A2,Maiolica,Tool,Bladelet,Optimal,0%,Proximal,55.7020607,145.6004778,18.3,4,1.2,NA
RF.b_922,Micro-CT,A1,Maiolica,Tool,Bladelet,Optimal,0%,Complete,239.4999237,422.9549417,32.7,6.8,1.9,NA
RF.b_9337,Artec.Spider,D3d,Maiolica,Blank,Blade,Optimal,0%,Complete,1152.421997,1580.557982,56,21.8,2.7,NA
RF.b_937,Micro-CT,A1,Maiolica,Tool,Bladelet,Optimal,0%,Complete,383.1687622,529.2554767,35.4,7.5,2.1,NA
RF.b_9392,Micro-CT,D3d,Maiolica,Blank,Bladelet,Optimal,0%,Distal,442.3856812,636.6605817,33.2,10.4,2.5,NA
RF.b_9416,Micro-CT,D3b.alpha,Undetermined,Tool,Bladelet,Optimal,0%,Complete,100.5679092,195.9569093,22.8,4.5,1.5,NA
RF.b_9417,Artec.Spider,D3b.alpha,Maiolica,Tool,Blade,Semi-cortical,1-33%,Complete,13364.29785,6144.021881,82.6,38,11,NA
RF.b_9431,Artec.Spider,D3d,Maiolica,Blank,Flake,Maintenance,0%,Complete,25308.89063,8577.600301,102.1,56.1,15.3,NA
RF.b_9433,Artec.Spider,D3d.base,Maiolica,Blank,Blade,Optimal,0%,Complete,2839.114014,2155.351751,59.8,20.6,5.8,NA
RF.b_9437,Artec.Spider,D1c,Scaglia.Variegata,Blank,Blade,Optimal,0%,Proximal,3270.82959,2523.984061,NA,18.79999924,5.300000191,NA
RF.b_9441,Artec.Spider,D3d,Scaglia.Variegata,Tool,Blade,Semi-cortical,1-33%,Complete,2470.188965,2124.623923,63.3,20,4.5,NA
RF.b_9444,Artec.Spider,D1c,Scaglia.Rossa,Tool,Blade,Optimal,0%,Distal,4304.806152,2778.823011,NA,21.89999962,6.699999809,NA
RF.b_947,Micro-CT,A2,Scaglia.Variegata,Tool,Bladelet,Optimal,0%,Complete,364.1962891,604.1856874,38.5,8.4,1.8,NA
RF.b_949,Micro-CT,A1,Maiolica,Tool,Bladelet,Optimal,0%,Complete,106.8762589,221.3073225,23.8,4.4,1.5,NA
RF.b_9493,Artec.Spider,D6,Scaglia.Rossa,Tool,Flake,Optimal,0%,Complete,1582.879395,1536.698743,52.70000076,40.29999924,6.400000095,NA
RF.b_9494,Micro-CT,D3b,Scaglia.Rossa,Blank,Bladelet,Optimal,0%,Complete,531.4332275,587.2321264,28.4,11.7,4.7,NA
RF.b_9505,Artec.Spider,D3d.base,Maiolica,Core-Tool,Blade,Maintenance,0%,Distal,6492.045898,2819.114227,NA,26.10000038,12.69999981,Carinated
RF.b_9510,Artec.Spider,D3d.base,Maiolica,Blank,Blade,Initialization,0%,Complete,2368.020508,1572.750905,54.4,12.2,6.9,NA
RF.b_958,Micro-CT,A1,Scaglia.Variegata,Tool,Bladelet,Optimal,0%,Complete,45.41773987,120.879791,17.8,3.4,1.2,NA
RF.b_960,Micro-CT,A2,Scaglia.Variegata,Tool,Bladelet,Optimal,0%,Complete,184.7443542,304.371437,26.4,6.2,1.7,NA
RF.b_9624,Micro-CT,D3b.alpha,Maiolica,Tool,Bladelet,Optimal,0%,Complete,120.5276871,192.761543,15.8,6,1.9,NA
RF.b_9625,Micro-CT,D3b.alpha,Maiolica,Tool,Bladelet,Optimal,0%,Complete,67.3730011,132.9699852,14.5,5.6,1.8,NA
RF.b_9633,Micro-CT,D3b.alpha,Maiolica,Tool,Bladelet,Optimal,0%,Proximal,53.95232773,134.7924429,15.5,5.5,1.2,NA
RF.b_9789,Micro-CT,D3d.base,Maiolica,Tool,Bladelet,Optimal,0%,Complete,215.4198608,378.8271577,32.9,5.6,2,NA
RF.b_9801,Artec.spider,D3b.alpha,Maiolica,Core-Tool,Flake,Semi-cortical,1-33%,Complete,12590.36719,4019.460512,20.5,49.6,32.4,Carinated
RF.b_9812,Artec.spider,D3b.alpha,Maiolica,Core-Tool,Flake,Semi-cortical,1-33%,Complete,16522.93164,5178.508613,20.3,36.5,45.6,Carinated
RF.b_9814,Artec.spider,D3b.alpha,Maiolica,Core-Tool,Flake,Semi-cortical,33-66%,Distal,2453.239258,1092.408154,16.6,17.6,25.2,Carinated
RF.b_984,Micro-CT,A2,Scaglia.Variegata,Tool,Bladelet,Optimal,0%,Complete,151.003479,216.6482821,20,5.4,2.9,NA
RF.b_9872,Artec.Spider,D1c,Maiolica,Blank,Blade,Maintenance,0%,Complete,1337.388184,1444.417564,51,16.60000038,3.599999905,NA
