ID,Scanner,Unit,Raw_material,Class,Blank,Technology,Cortex,Preservation,Volume,Surface,Length,Width,Thickness,Core_classification
RF.b_5373,Micro-CT,A2,Maiolica,Blank,Bladelet,Optimal,0%,Complete,472.1514893,542.1596803,28.5,10,3,NA
RF.b_5378,Micro-CT,A2,Scaglia.Variegata,Blank,Bladelet,Optimal,0%,Complete,112.8071136,222.2275659,21,6.7,1.7,NA
RF.b_5379,Micro-CT,A2,Maiolica,Blank,Bladelet,Optimal,0%,Complete,317.867157,478.751439,34,6.8,2.2,NA
RF.b_5380,Artec.Spider,A2,Scaglia.Variegata,Blank,Blade,Optimal,0%,Complete,1518.197021,1320.294062,42.2,17.8,6,NA
RF.b_5382,Micro-CT,A2,Maiolica,Blank,Blade,Maintenance,0%,Complete,765.6421509,899.107468,36.4,13.4,2.8,NA
RF.b_5383,Micro-CT,A2,Maiolica,Blank,Bladelet,Optimal,0%,Complete,92.49933624,194.913184,19.1,6.2,2.2,NA
RF.b_5384,Artec.Spider,A2,Maiolica,Blank,Blade,Maintenance,33-66%,Complete,4407.65625,2541.844504,59.5,18.7,10.1,NA
RF.b_5396,Artec.Spider,A2,Scaglia.Variegata,Blank,Blade,Maintenance,1-33%,Complete,1726.017212,1554.750199,59,17.2,4.3,NA
RF.b_5411,Artec.Spider,A2,Maiolica,Blank,Flake,Maintenance,1-33%,Complete,2772.952148,2134.088612,51.6,27.7,6.4,NA
RF.b_5413,Micro-CT,A2,Maiolica,Blank,Bladelet,Optimal,0%,Complete,374.5057068,485.2096182,27.5,10,3.7,NA
RF.b_5415,Micro-CT,A2,Maiolica,Blank,Bladelet,Optimal,0%,Complete,157.8524628,267.9753503,21.5,7.2,2.7,NA
RF.b_5416,Micro-CT,A2,Maiolica,Blank,Bladelet,Maintenance,0%,Complete,1652.37085,1262.89449,49.5,11.8,6.7,NA
RF.b_5419,Micro-CT,A2,Maiolica,Blank,Bladelet,Optimal,0%,Complete,312.3168335,450.631143,28.7,8.9,2.6,NA
RF.b_5420,Micro-CT,A2,Scaglia.Variegata,Blank,Blade,Optimal,0%,Complete,1385.252808,1332.134285,45.5,17.4,3.6,NA
RF.b_5456,Micro-CT,A2,Maiolica,Blank,Blade,Optimal,0%,Complete,2430.836426,1703.935393,54.3,17.4,7,NA
RF.b_5458,Artec.Spider,A2,Maiolica,Blank,Blade,Optimal,0%,Complete,3151.279785,2127.203505,57.4,18.7,5.2,NA
RF.b_5460,Micro-CT,A2,Maiolica,Blank,Blade,Optimal,0%,Complete,772.4931641,816.7347521,36.1,15.3,3.7,NA
RF.b_5462,Micro-CT,A2,Maiolica,Blank,Bladelet,Semi-cortical,33-66%,Complete,740.6122437,735.9892351,35,11.5,5.2,NA
RF.b_5463,Micro-CT,A2,Maiolica,Blank,Blade,Optimal,0%,Complete,519.9707031,791.1048536,39,12.5,2.5,NA
RF.b_5464,Micro-CT,A2,Maiolica,Blank,Bladelet,Optimal,0%,Complete,214.6231232,322.8434877,23.7,8.5,2.5,NA
RF.b_5465,Micro-CT,A2,Maiolica,Blank,Bladelet,Optimal,0%,Complete,44.46791458,111.1374452,13.8,5.2,1.3,NA
RF.b_5466,Micro-CT,A2,Maiolica,Blank,Bladelet,Optimal,0%,Complete,199.7577209,402.4828477,25.7,10.4,1.4,NA
RF.b_5467,Micro-CT,A2,Maiolica,Blank,Bladelet,Optimal,0%,Complete,84.27235413,185.1638505,16.7,7.6,1.1,NA
RF.b_5469,Micro-CT,A2,Maiolica,Blank,Bladelet,Optimal,0%,Complete,395.025116,486.1653159,26,9.9,3.4,NA
RF.b_5470,Micro-CT,A2,Maiolica,Blank,Bladelet,Optimal,0%,Complete,161.9200745,301.7384535,25.4,7.6,1.8,NA
RF.b_5472,Micro-CT,A2,Maiolica,Blank,Bladelet,Optimal,0%,Complete,402.0776672,528.9068583,34.9,8.1,2.3,NA
RF.b_5473,Micro-CT,A2,Maiolica,Blank,Blade,Optimal,0%,Complete,564.5974121,734.838897,36.4,12.4,3.1,NA
RF.b_5475,Micro-CT,A2,Maiolica,Blank,Bladelet,Optimal,0%,Complete,64.34391785,151.7555256,17.2,5.3,1.6,NA
RF.b_5476,Micro-CT,A2,Maiolica,Blank,Bladelet,Optimal,0%,Complete,121.8058243,235.6232137,20,7.1,2.1,NA
RF.b_5478,Micro-CT,A2,Maiolica,Blank,Blade,Optimal,0%,Complete,1268.799194,1226.669209,45.3,16.7,3.6,NA
RF.b_5480,Micro-CT,A2,Maiolica,Blank,Bladelet,Optimal,0%,Complete,70.94858551,163.2912953,17,5.7,1.3,NA
RF.b_5481,Micro-CT,A2,Maiolica,Blank,Bladelet,Optimal,0%,Complete,306.750885,468.6732186,29.2,8.5,2.6,NA
RF.b_5482,Micro-CT,A2,Scaglia.Rossa,Blank,Bladelet,Optimal,0%,Complete,77.38493347,163.4484444,16,5.7,1.6,NA
RF.b_5484,Micro-CT,A2,Maiolica,Blank,Bladelet,Optimal,0%,Complete,63.41295242,129.8155667,15,4.2,2.2,NA
RF.b_5486,Micro-CT,A2,Maiolica,Blank,Bladelet,Initialization,1-33%,Proximal,184.6285706,266.3070817,20.3,6.9,3.3,NA
RF.b_5488,Micro-CT,A2,Maiolica,Blank,Blade,Semi-cortical,1-33%,Complete,2006.991455,1484.830783,49.1,14,5,NA
RF.b_5490,Micro-CT,A2,Maiolica,Blank,Blade,Semi-cortical,33-66%,Complete,634.0341797,778.0058695,39,12.3,3.1,NA
RF.b_5492,Micro-CT,A2,Maiolica,Blank,Bladelet,Optimal,0%,Complete,28.01882935,93.74730657,14.6,3.7,0.7,NA
RF.b_5493,Artec.Spider,A2,Maiolica,Blank,Blade,Maintenance,0%,Complete,2147.844727,1673.014444,55,17.6,6.3,NA
RF.b_5494,Micro-CT,A2,Maiolica,Blank,Blade,Maintenance,1-33%,Complete,1020.677002,1016.878909,46,12.1,4.5,NA
RF.b_5495,Micro-CT,A2,Maiolica,Blank,Blade,Optimal,0%,Complete,595.0846558,759.1433207,35.2,12.2,2.5,NA
RF.b_5496,Micro-CT,A2,Maiolica,Blank,Bladelet,Optimal,0%,Complete,461.0859985,608.6745183,34.5,11.7,3.3,NA
RF.b_5497,Micro-CT,A2,Maiolica,Blank,Bladelet,Optimal,0%,Complete,115.8695145,307.6019418,29,6.5,1,NA
RF.b_5498,Micro-CT,A2,Maiolica,Blank,Bladelet,Optimal,0%,Complete,46.90842056,126.8308665,14.5,5.5,1.2,NA
RF.b_5499,Micro-CT,A2,Maiolica,Blank,Bladelet,Optimal,0%,Complete,81.77817535,217.4735784,20.1,7.3,1,NA
RF.b_5500,Micro-CT,A2,Maiolica,Blank,Bladelet,Optimal,0%,Complete,168.5626984,435.5933457,43,5.8,1.5,NA
RF.b_5501,Micro-CT,A2,Maiolica,Blank,Bladelet,Optimal,0%,Complete,20.57387161,86.23819404,14.5,3.6,0.5,NA
RF.b_5503,Micro-CT,A2,Maiolica,Blank,Bladelet,Optimal,0%,Complete,580.5105591,702.3582678,35,11.7,3.3,NA
RF.b_5504,Micro-CT,A2,Maiolica,Blank,Bladelet,Optimal,0%,Complete,111.3837051,240.0334356,21.5,6,1.8,NA
RF.b_5516,Micro-CT,A2,Maiolica,Blank,Bladelet,Semi-cortical,1-33%,Complete,284.6568604,415.2605698,24.6,8.3,2.7,NA
RF.b_5518,Micro-CT,A2,Scaglia.Variegata,Blank,Bladelet,Optimal,0%,Complete,938.0982666,882.4078163,45,11.9,4.4,NA
RF.b_5555,Artec.Spider,A2,Maiolica,Blank,Blade,Maintenance,0%,Complete,6082.918945,3767.61381,77.5,29.1,7,NA
RF.b_5664,Artec.Spider,A2.internal,Maiolica,Blank,Flake,Maintenance,1-33%,Complete,1967.928711,1381.831931,38.70000076,18.79999924,6,NA
RF.b_5717,Micro-CT,A2,Scaglia.Variegata,Blank,Bladelet,Optimal,0%,Complete,989.0651855,1084.09717,51.7,11.5,3.1,NA
RF.b_5725,Micro-CT,A2,Maiolica,Blank,Blade,Optimal,0%,Complete,1286.183228,1369.99816,49.8,15.3,3.3,NA
RF.b_5726,Artec.Spider,A2,Maiolica,Blank,Blade,Maintenance,1-33%,Complete,1853.093628,1453.997521,49,15.1,6.5,NA
RF.b_5727,Artec.Spider,A2,Maiolica,Blank,Blade,Optimal,0%,Complete,1496.26416,1527.36069,54.6,15.8,4.2,NA
RF.b_5729,Micro-CT,A2,Maiolica,Blank,Bladelet,Optimal,0%,Complete,145.7488251,264.8010669,23,6.7,2.3,NA
RF.b_5730,Artec.Spider,A2,Maiolica,Blank,Blade,Maintenance,1-33%,Complete,2463.503418,1796.125873,50.5,20,6.5,NA
RF.b_5731,Micro-CT,A2,Maiolica,Blank,Bladelet,Optimal,0%,Complete,161.936554,329.1238957,24.5,8.7,2,NA
RF.b_5735,Micro-CT,A2,Scaglia.Variegata,Blank,Bladelet,Optimal,0%,Complete,381.9609375,523.6583535,31,10.9,2.2,NA
RF.b_5737,Micro-CT,A2,Maiolica,Blank,Bladelet,Optimal,0%,Complete,594.0046997,614.9389348,32.1,8.2,4.8,NA
RF.b_5739,Micro-CT,A2,Maiolica,Blank,Bladelet,Optimal,0%,Complete,521.8945923,621.0840206,32,9.5,3.5,NA
RF.b_5740,Micro-CT,A2,Maiolica,Blank,Bladelet,Optimal,0%,Complete,231.6075592,405.7142142,25,9.1,1.4,NA
RF.b_5741,Micro-CT,A2,Maiolica,Blank,Bladelet,Maintenance,0%,Complete,242.9797668,365.7755585,30.5,5.2,2.5,NA
RF.b_5748,Micro-CT,A2,Maiolica,Blank,Bladelet,Optimal,0%,Complete,211.8426819,406.5417517,29.3,7.9,2.2,NA
RF.b_5749,Micro-CT,A2,Maiolica,Blank,Bladelet,Optimal,0%,Complete,132.2207336,261.1678898,22,6.8,2,NA
RF.b_5750,Micro-CT,A2,Maiolica,Blank,Bladelet,Semi-cortical,1-33%,Complete,638.3240967,814.3418321,45.6,9,2.6,NA
RF.b_5751,Micro-CT,A2,Maiolica,Blank,Bladelet,Maintenance,0%,Complete,660.5697021,794.7679843,38.9,11.2,2.8,NA
RF.b_5752,Micro-CT,A2,Maiolica,Blank,Bladelet,Optimal,0%,Complete,192.6381683,300.9545876,21.2,7.2,2.2,NA
RF.b_5754,Micro-CT,A2,Oolitic,Blank,Bladelet,Semi-cortical,1-33%,Complete,288.5879822,466.1562725,28,9.7,2.4,NA
RF.b_5757,Artec.Spider,A2,Scaglia.Rossa,Blank,Blade,Semi-cortical,1-33%,Complete,2763.690918,2157.175534,62.4,22.8,7.1,NA
RF.b_5758,Artec.Spider,A2,Maiolica,Blank,Blade,Semi-cortical,1-33%,Complete,2300.946777,1744.56739,54,16.3,5.7,NA
RF.b_5760,Artec.Spider,A1,Maiolica,Blank,Blade,Maintenance,33-66%,Complete,5497.190918,2780.223233,67.2,24.6,10.9,NA
RF.b_5761,Micro-CT,A1,Maiolica,Blank,Bladelet,Optimal,0%,Complete,221.347702,320.2488372,22.7,7.9,3,NA
RF.b_5762,Micro-CT,A1,Maiolica,Blank,Bladelet,Optimal,0%,Complete,175.6455078,298.3249014,22.5,6.8,2.6,NA
RF.b_5763,Micro-CT,A1,Scaglia.Rossa,Blank,Bladelet,Maintenance,0%,Complete,42.49824905,126.0765551,22,2.6,1.2,NA
RF.b_5764,Artec.Spider,A1,Scaglia.Rossa,Blank,Blade,Initialization,100%,Complete,997.8718872,1087.17523,42.9,14.5,3.6,NA
RF.b_5767,Micro-CT,A1,Maiolica,Blank,Bladelet,Optimal,0%,Complete,309.5727844,504.8442624,34.6,6.5,2.3,NA
RF.b_5768,Artec.Spider,A1,Scaglia.Rossa,Blank,Blade,Initialization,66-99%,Complete,4556.283203,3369.984922,73,25.9,5.8,NA
RF.b_5771,Micro-CT,A1,Maiolica,Blank,Bladelet,Optimal,0%,Complete,202.2144775,378.1182986,24.6,9.7,1.8,NA
RF.b_5773,Artec.Spider,A1,Maiolica,Blank,Blade,Maintenance,0%,Complete,2047.895508,1576.434829,43,18.1,6.3,NA
RF.b_5774,Micro-CT,A1,Maiolica,Blank,Bladelet,Optimal,0%,Complete,655.2803345,821.4193283,42,11.8,2.5,NA
RF.b_5777,Artec.Spider,A1,Scaglia.Variegata,Blank,Blade,Initialization,1-33%,Complete,7412.408203,3508.804368,70,28,10.2,NA
RF.b_5779,Micro-CT,A1,Scaglia.Variegata,Blank,Bladelet,Optimal,0%,Complete,289.8380127,527.1514975,33.6,9.7,2,NA
RF.b_5782,Micro-CT,A1,Maiolica,Blank,Bladelet,Maintenance,0%,Complete,582.3300171,645.1501804,34,10.2,4.1,NA
RF.b_5783,Micro-CT,A1,Maiolica,Blank,Blade,Optimal,0%,Complete,747.8914795,940.1390284,41.6,12.8,2.8,NA
RF.b_5784,Artec.Spider,A1,Undetermined,Blank,Blade,Optimal,0%,Complete,4686.705566,3294.627531,74.5,27,5.6,NA
RF.b_5785,Artec.Spider,A1,Maiolica,Blank,Blade,Optimal,0%,Complete,1929.302612,1719.597945,53.5,16.6,5,NA
RF.b_5786,Micro-CT,A1,Scaglia.Rossa,Blank,Blade,Maintenance,0%,Complete,680.0079956,837.4433548,34.6,15.4,3,NA
RF.b_5788,Micro-CT,A1,Scaglia.Variegata,Blank,Bladelet,Maintenance,0%,Complete,492.8203125,471.2409608,25.2,9,5.9,NA
RF.b_5790,Artec.Spider,A1,Maiolica,Blank,Blade,Semi-cortical,1-33%,Complete,1607.146851,1598.737918,60.2,15,5.5,NA
RF.b_5791,Micro-CT,A1,Scaglia.Rossa,Blank,Bladelet,Optimal,0%,Complete,94.23767853,196.9871726,18.5,6.2,2,NA
RF.b_5793,Artec.Spider,A1,Maiolica,Blank,Bladelet,Initialization,100%,Complete,1140.28125,1020.625917,42.3,11.9,4.8,NA
RF.b_5798,Micro-CT,A1,Maiolica,Blank,Bladelet,Optimal,0%,Complete,201.2212524,357.5247068,26,7.5,2.1,NA
RF.b_5799,Micro-CT,A1,Maiolica,Blank,Bladelet,Optimal,0%,Complete,327.5716248,522.6668597,32.5,8.3,2.2,NA
RF.b_5805,Micro-CT,A1,Maiolica,Blank,Bladelet,Optimal,0%,Complete,464.9133606,596.6072365,35,9.4,3,NA
RF.b_5807,Micro-CT,A1,Scaglia.Variegata,Blank,Bladelet,Optimal,0%,Complete,438.1116638,485.764184,24.8,11.1,3.8,NA
RF.b_5808,Micro-CT,A1,Maiolica,Blank,Bladelet,Optimal,0%,Complete,414.602478,626.5557737,33.1,10.5,2,NA
RF.b_5809,Micro-CT,A1,Scaglia.Rossa,Blank,Blade,Maintenance,1-33%,Complete,1020.393799,940.6413538,39,14.6,6.9,NA
RF.b_5814,Micro-CT,A1,Maiolica,Blank,Bladelet,Optimal,0%,Complete,270.82724,443.2918036,36,6.8,2.6,NA
RF.b_5819,Artec.Spider,A1,Scaglia.Variegata,Blank,Blade,Semi-cortical,1-33%,Complete,1108.022949,1383.313616,46.7,15.4,2.2,NA
RF.b_5821,Micro-CT,A1,Maiolica,Blank,Blade,Optimal,0%,Complete,743.2337036,905.4639915,39,13.8,3.1,NA
RF.b_5823,Micro-CT,A1,Maiolica,Blank,Bladelet,Initialization,0%,Complete,424.3170776,486.076334,29.5,7.9,4.7,NA
RF.b_5824,Micro-CT,A1,Maiolica,Blank,Blade,Optimal,0%,Complete,769.7226563,818.126818,38.5,12.7,3.5,NA
RF.b_5825,Micro-CT,A1,Scaglia.Variegata,Blank,Bladelet,Optimal,0%,Complete,388.7535706,509.9294134,29.7,9.4,3.2,NA
RF.b_5827,Micro-CT,A1,Maiolica,Blank,Bladelet,Maintenance,0%,Complete,1030.480835,890.6437211,39.1,11.1,5,NA
RF.b_5828,Micro-CT,A1,Maiolica,Blank,Bladelet,Optimal,0%,Complete,350.3811646,565.5489442,37.5,8.3,2.2,NA
RF.b_5831,Artec.Spider,A1,Maiolica,Blank,Blade,Maintenance,0%,Complete,3218.502197,2175.302406,57.8,22.3,7.2,NA
RF.b_5832,Micro-CT,A1,Maiolica,Blank,Bladelet,Optimal,0%,Complete,300.3388367,513.8530726,28.6,10.1,2.4,NA
RF.b_5833,Micro-CT,A1,Maiolica,Blank,Bladelet,Optimal,0%,Complete,255.6017609,478.9737553,35,8,1.9,NA
RF.b_5834,Micro-CT,A1,Maiolica,Blank,Bladelet,Optimal,0%,Complete,225.4714966,392.3765909,25,8.8,2.3,NA
RF.b_5835,Micro-CT,A1,Maiolica,Blank,Blade,Maintenance,0%,Complete,671.3532715,888.0555362,34,15.7,2.3,NA
RF.b_5837,Micro-CT,A1,Maiolica,Blank,Bladelet,Optimal,0%,Complete,230.791687,354.8212501,25.9,6.6,2.6,NA
RF.b_5843,Micro-CT,A1,Scaglia.Rossa,Blank,Bladelet,Optimal,0%,Complete,383.536499,603.1586605,34.7,9.8,2.5,NA
RF.b_5844,Micro-CT,A1,Maiolica,Blank,Bladelet,Optimal,0%,Complete,141.915802,305.4115605,27.3,6.9,2,NA
RF.b_5849,Micro-CT,A1,Scaglia.Rossa,Blank,Bladelet,Optimal,0%,Complete,296.144043,457.8589169,30,8.6,2.8,NA
RF.b_585,Artec.Spider,A2,Maiolica,Tool,Blade,Maintenance,0%,Complete,1112.260376,1036.078468,42.6,16.1,4,NA
RF.b_5850,Micro-CT,A1,Maiolica,Blank,Bladelet,Optimal,0%,Complete,242.9908295,487.2093179,32.1,9.1,1.7,NA
RF.b_5851,Micro-CT,A1,Maiolica,Blank,Bladelet,Semi-cortical,1-33%,Complete,402.9666138,553.0264306,34,8.7,3.3,NA
RF.b_5852,Micro-CT,A1,Maiolica,Blank,Bladelet,Optimal,0%,Complete,45.51450729,137.2056383,18.2,4,1.2,NA
RF.b_5856,Micro-CT,A1,Scaglia.Variegata,Blank,Blade,Optimal,0%,Complete,466.229126,621.5539019,30,13.5,3,NA
RF.b_5857,Micro-CT,A1,Maiolica,Blank,Bladelet,Optimal,0%,Complete,152.8347168,308.7622936,25.6,6.8,1.6,NA
RF.b_5859,Micro-CT,A1,Maiolica,Blank,Bladelet,Maintenance,0%,Complete,281.4916077,492.0283612,30.5,10.2,2,NA
RF.b_5861,Micro-CT,A1,Maiolica,Blank,Blade,Semi-cortical,33-66%,Complete,761.7537842,748.5447371,37.5,12.5,4.4,NA
RF.b_5862,Micro-CT,A1,Scaglia.Variegata,Blank,Bladelet,Optimal,0%,Complete,268.1852722,379.8722571,27,5.6,3.3,NA
RF.b_5863,Micro-CT,A1,Undetermined,Blank,Bladelet,Optimal,0%,Complete,158.3734436,307.4479708,20.3,8.5,2.2,NA
RF.b_5865,Micro-CT,A1,Scaglia.Rossa,Blank,Bladelet,Optimal,0%,Complete,162.7036896,287.8625611,22,7.6,1.8,NA
RF.b_5872,Micro-CT,A1,Maiolica,Blank,Bladelet,Optimal,0%,Complete,311.7401428,563.5522748,42,7.4,2.8,NA
RF.b_5873,Micro-CT,A1,Maiolica,Blank,Blade,Semi-cortical,33-66%,Complete,649.4855347,852.6431461,44.1,13.1,2.7,NA
RF.b_5875,Micro-CT,A1,Maiolica,Blank,Blade,Optimal,0%,Complete,818.2387085,937.8437004,41.2,12.1,3.1,NA
RF.b_5877,Micro-CT,A1,Maiolica,Blank,Blade,Optimal,0%,Complete,1225.082031,1230.51605,40.7,15.5,4.5,NA
RF.b_5878,Micro-CT,A1,Maiolica,Blank,Bladelet,Maintenance,0%,Complete,1165.553345,1095.264768,50.1,11.9,4.3,NA
RF.b_5879,Artec.Spider,A1,Scaglia.Variegata,Blank,Blade,Optimal,0%,Complete,1863.156128,1546.329557,49,16.9,5.8,NA
RF.b_5881,Artec.Spider,A1,Maiolica,Blank,Blade,Maintenance,0%,Complete,2461.501465,1736.771497,48.4,17.6,7.9,NA
RF.b_5883,Micro-CT,A1,Scaglia.Rossa,Blank,Bladelet,Semi-cortical,33-66%,Complete,1278.202271,1101.233783,47,11,6.7,NA
RF.b_5885,Micro-CT,A1,Maiolica,Blank,Bladelet,Optimal,0%,Complete,522.742981,695.3412858,36,9.7,2.3,NA
RF.b_5887,Micro-CT,A1,Scaglia.Variegata,Blank,Bladelet,Optimal,0%,Complete,338.0691833,606.0027019,41.3,8.5,1.8,NA
RF.b_5888,Micro-CT,A1,Scaglia.Variegata,Blank,Bladelet,Optimal,0%,Complete,423.932251,621.0382647,39,10,3.1,NA
RF.b_5889,Micro-CT,A1,Scaglia.Variegata,Blank,Bladelet,Optimal,0%,Complete,265.0973816,511.4810177,30.3,9.5,2,NA
RF.b_5890,Micro-CT,A1,Scaglia.Variegata,Blank,Bladelet,Optimal,0%,Complete,389.2588196,610.4160461,34.6,10.5,2,NA
RF.b_5893,Micro-CT,A1,Maiolica,Blank,Blade,Optimal,0%,Complete,1275.782593,1266.942448,47.5,16.7,4.2,NA
RF.b_5897,Micro-CT,A1,Scaglia.Rossa,Blank,Blade,Optimal,0%,Complete,1342.75769,1223.245604,44.5,16.8,5.9,NA
RF.b_5898,Artec.Spider,A1,Maiolica,Blank,Blade,Maintenance,1-33%,Complete,1497.386597,1235.733931,44.2,15.9,6.1,NA
RF.b_5900,Artec.Spider,A1,Scaglia.Variegata,Blank,Blade,Maintenance,0%,Complete,3572.767334,2527.817401,58,23.9,5.7,NA
RF.b_5901,Micro-CT,A1,Maiolica,Blank,Blade,Optimal,0%,Complete,977.2409668,1033.603731,42,12.8,3.8,NA
RF.b_5902,Micro-CT,A1,Maiolica,Blank,Blade,Optimal,0%,Complete,1034.549194,975.7982045,41.5,12.2,4.3,NA
RF.b_5903,Micro-CT,A1,Maiolica,Blank,Bladelet,Semi-cortical,1-33%,Complete,986.9683228,1122.666869,53.3,11.4,3.4,NA
RF.b_5904,Micro-CT,A1,Scaglia.Variegata,Blank,Bladelet,Optimal,0%,Complete,88.53616333,239.3678545,23,7,1,NA
RF.b_5905,Micro-CT,A1,Maiolica,Blank,Blade,Optimal,0%,Complete,967.3740234,1160.291258,40.8,16.4,3.1,NA
RF.b_5906,Micro-CT,A1,Scaglia.Variegata,Blank,Blade,Maintenance,0%,Complete,1197.103882,1229.002438,45,17.1,3.4,NA
RF.b_5907,Micro-CT,A1,Maiolica,Blank,Bladelet,Optimal,0%,Complete,44.74224854,135.0181487,18.2,4.7,0.9,NA
RF.b_5908,Micro-CT,A1,Maiolica,Blank,Bladelet,Optimal,0%,Complete,402.422699,809.7549952,42.3,11.3,1.3,NA
RF.b_5909,Artec.Spider,A1,Maiolica,Blank,Blade,Semi-cortical,33-66%,Complete,2071.390137,1700.548455,51.2,16.5,4.8,NA
RF.b_5910,Artec.Spider,A1,Scaglia.Rossa,Blank,Blade,Optimal,0%,Complete,2236.800293,1720.456889,49,22.2,7,NA
RF.b_5912,Artec.Spider,A1,Maiolica,Blank,Blade,Optimal,0%,Complete,1639.816284,1865.304565,68,16.5,4,NA
RF.b_5913,Micro-CT,A1,Scaglia.Rossa,Blank,Blade,Maintenance,0%,Complete,1018.313416,1159.540681,57.8,13.1,4.4,NA
RF.b_5914,Artec.Spider,A1,Maiolica,Blank,Blade,Optimal,0%,Complete,2350.606689,2423.014199,67,24.4,3.9,NA
RF.b_5915,Micro-CT,A1,Maiolica,Blank,Blade,Optimal,0%,Complete,618.9384766,843.0892058,35.6,13.2,1.9,NA
RF.b_5916,Micro-CT,A1,Scaglia.Rossa,Blank,Bladelet,Optimal,0%,Complete,511.8908081,786.8868349,39,11.2,1.7,NA
RF.b_5917,Micro-CT,A1,Scaglia.Rossa,Blank,Bladelet,Optimal,0%,Complete,377.0090027,516.2775049,30.4,7,3.8,NA
RF.b_5918,Micro-CT,A1,Maiolica,Blank,Bladelet,Optimal,0%,Complete,137.6138,291.2827914,21.7,7.5,1.2,NA
RF.b_5925,Micro-CT,A2,Maiolica,Blank,Blade,Optimal,0%,Complete,965.5414429,1000.22192,46.5,13.3,4.3,NA
RF.b_5927,Micro-CT,A2,Oolitic,Blank,Blade,Optimal,0%,Complete,1332.509644,1141.715714,43,17.7,4.5,NA
RF.b_5928,Artec.Spider,A2,Maiolica,Blank,Blade,Optimal,0%,Complete,2451.142822,2375.570872,62.4,24.2,3.5,NA
RF.b_5931,Micro-CT,A1,Maiolica,Blank,Bladelet,Optimal,0%,Complete,128.2507172,299.8927039,25.3,7.1,1.2,NA
RF.b_5932,Micro-CT,A1,Maiolica,Blank,Bladelet,Optimal,0%,Complete,100.7540588,214.5549756,21.2,5.6,1.5,NA
RF.b_5935,Micro-CT,A1,Maiolica,Blank,Bladelet,Optimal,0%,Complete,187.2123413,318.6233485,28.2,5,2.5,NA
RF.b_5937,Micro-CT,A1,Maiolica,Blank,Bladelet,Optimal,0%,Complete,151.124176,277.5300978,21.8,8.1,1.9,NA
RF.b_5939,Micro-CT,A1,Undetermined,Blank,Bladelet,Optimal,0%,Complete,69.67436218,162.0393622,17.1,5.4,1.7,NA
RF.b_5941,Micro-CT,A1,Maiolica,Blank,Blade,Optimal,0%,Complete,765.8476563,980.622769,38.5,14.1,2.2,NA
RF.b_5942,Micro-CT,A1,Maiolica,Blank,Bladelet,Optimal,0%,Complete,238.9724579,360.2341208,26.2,6.6,2.8,NA
RF.b_5943,Artec.Spider,A1,Maiolica,Blank,Blade,Maintenance,1-33%,Complete,2501.721436,1759.170359,60,16.4,7,NA
RF.b_5945,Micro-CT,A1,Maiolica,Blank,Bladelet,Optimal,0%,Complete,218.8844604,393.7603498,23.6,8.9,1.7,NA
RF.b_5946,Micro-CT,A1,Maiolica,Blank,Bladelet,Optimal,0%,Complete,146.5361481,302.6413639,29.2,5.2,1.4,NA
RF.b_5950,Micro-CT,A1,Maiolica,Blank,Blade,Maintenance,0%,Complete,876.6553345,972.8094336,43,15.1,4.2,NA
RF.b_5952,Artec.Spider,A2,Scaglia.Rossa,Blank,Blade,Optimal,0%,Complete,1210.075317,1491.476784,52,15.8,3.5,NA
RF.b_5954,Artec.Spider,A2,Maiolica,Blank,Blade,Optimal,0%,Complete,899.409729,1185.277702,44,13.8,2.9,NA
RF.b_6050,Artec.Spider,A2,Maiolica,Blank,Blade,Maintenance,1-33%,Proximal,7645.431641,3986.779301,96.1,19.6,13.6,NA
RF.b_6070,Micro-CT,A2,Maiolica,Blank,Bladelet,Optimal,0%,Complete,514.9523926,689.5668511,32,8.6,1.5,NA
RF.b_6071,Micro-CT,A2,Scaglia.Rossa,Blank,Bladelet,Optimal,0%,Complete,242.4141998,415.5152732,25.7,10.6,2.2,NA
RF.b_6073,Micro-CT,A2,Oolitic,Blank,Bladelet,Optimal,0%,Complete,111.4274597,221.415442,18,7.9,2.2,NA
RF.b_6074,Micro-CT,A2,Maiolica,Blank,Blade,Maintenance,0%,Complete,326.5064087,492.8777931,26.4,12.1,2.2,NA
RF.b_6077,Micro-CT,A2,Maiolica,Blank,Bladelet,Maintenance,0%,Complete,967.1069336,996.8776442,52,10.4,4.2,NA
RF.b_6084,Micro-CT,A2,Maiolica,Blank,Bladelet,Optimal,0%,Complete,378.1202087,659.3831281,37,9.6,2.2,NA
RF.b_6085,Micro-CT,A2,Maiolica,Blank,Bladelet,Optimal,0%,Complete,121.1960449,217.4881043,16.5,8,1.9,NA
RF.b_6086,Micro-CT,A2,Scaglia.Rossa,Blank,Blade,Maintenance,0%,Complete,1079.37561,1097.07035,41.6,14.1,3.8,NA
RF.b_6091,Micro-CT,A2,Maiolica,Blank,Bladelet,Optimal,0%,Complete,24.12597275,88.63389829,13,5,0.8,NA
RF.b_6093,Micro-CT,A2,Scaglia.Rossa,Blank,Bladelet,Optimal,0%,Complete,53.23657608,149.3480718,15,6.2,1,NA
RF.b_6095,Micro-CT,A2,Maiolica,Blank,Bladelet,Optimal,0%,Complete,33.86136627,110.7719207,14.9,4.1,0.9,NA
